PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status
PNR0000014099,66033,09/04/63,1AC,Ladies,ASR,PNBE,08/08/62,Waitlisted,2,Child,,616,14,36,Superfast,210,Defense Quota,No,WL177,Not Confirmed
PNR0000014100,91423,10/04/63,1AC,Premium Tatkal,BSB,LKO,09/08/62,RAC,4,Child,Counter,575,17,36,Superfast,241,Senior Citizen,No,,Confirmed
PNR0000014101,86773,11/04/63,1AC,,SC,BBS,10/08/62,Confirmed,5,Adult,Mobile App,1474,8,42,Express,36,Senior Citizen,Yes,,Confirmed
PNR0000014102,62895,12/04/63,3AC,,MAS,MMCT,11/08/62,RAC,1,Child,IRCTC Website,1029,6,32,Superfast,329,Senior Citizen,No,,Confirmed
PNR0000014103,68584,13/04/63,Sleeper,Tatkal,JHS,PNBE,12/08/62,Waitlisted,5,Child,IRCTC Website,909,7,43,Shatabdi,,None,Yes,WL183,Not Confirmed
PNR0000014104,38453,14/04/63,Sleeper,Tatkal,ADI,CSMT,13/08/62,Confirmed,2,Child,IRCTC Website,519,12,17,ExpresU,7,Defense Quota,Yes,,Confirmed
PNR0000014105,45173,15/04/63,1AC,Ladies,BSB,SBC,14/08/62,Waitlisted,3,Senior Citizen,Mobile App,1319,14,12,Express,307,None,Yes,WL045,Not Confirmed
PNR0000014106,64295,04-16-2063,2AC,Ladies,CSMT,GKP,15/08/62,Waitlisted,4,Child,,606,17,36,Express,308,None,Yes,WL189,Not Confirmed
PNR0000014107,20312,17/04/63,3AC,Tatkal,ADI,MMCT,16/08/62,RAC,1,Child,,225,16,2,Superfast,155,Senior Citizen,No,,Confirmed
PNR0000014108,89127,18/04/63,2AC,General,HWH,GKP,17/08/62,RAC,1,Child,IRCTC Website,868,4,16,Shatabdi,,None,Yes,,Confirmed
PNR0000014109,16769,19/04/63,Sleeper,Ladies,PNBE,ASR,18/08/62,Confirmed,2,Adult,Counter,1987,5,24,Superfast,226,Senior Citizen,Yes,,Confirmed
PNR0000014110,90586,20/04/63,Sleeper,Ladies,SBC,CSMT,08-19-2062,Waitlisted,2,Adult,Mobile App,557,7,27,SupeHfast,189,Senior Citizen,Yes,WL189,Not Confirmed
PNR0000014111,63595,21/04/63,,Ladies,BSB,CSMT,20/08/62,RAC,1,Senior Citizen,Mobile App,1742,4,8,Express,407,None,Yes,,Confirmed
PNR0000014112,58210,22/04/63,Sleeper,Premium Tatkal,PNBE,LTT,21/08/62,Confirmed,3,Child,Counter,1044,12,46,Shatabdi,473,None,Yes,,Confirmed
PNR0000014113,93587,23/04/63,1AC,Premium Tatkal,JHS,GKP,22/08/62,Confirmed,4,Senior Citizen,Mobile App,1902,17,10,Shatabdi,407,None,No,,Confirmed
PNR0000014114,35044,24/04/63,3AC,Ladies,CNB,PNBE,23/08/62,Confirmed,3,Child,Mobile App,582,2,37,Express,493,None,No,,Confirmed
PNR0000014115,46604,25/04/63,1AC,Premium Tatkal,BCT,BCT,24/08/62,Confirmed,5,Senior Citizen,IRCTC Website,141,16,18,Superfast,382,Senior Citizen,No,,Confirmed
PNR0000014116,90978,26/04/63,1AC,Ladies,JP,BBS,25/08/62,RAC,4,Adult,IRCTC Website,914,19,10,Superfast,7,Defense Quota,No,,Confirmed
PNR0000014117,12201,27/04/63,3AC,,ADI,LTT,26/08/62,Confirmed,2,Senior Citizen,Mobile App,665,19,24,ExWress,134,Defense Quota,No,,Confirmed
PNR0000014118,84617,28/04/63,1AC,Ladies,PNBE,PNBE,27/08/62,Confirmed,1,Child,Mobile App,903,5,22,Shatabdi,404,None,Yes,,Confirmed
PNR0000014119,45952,29/04/63,3AC,Premium Tatkal,BSB,JU,28/08/62,Confirmed,3,Child,Mobile App,649,16,18,Express,,None,Yes,,Confirmed
PNR0000014120,92401,30/04/63,3AC,Tatkal,CNB,LTT,29/08/62,Waitlisted,4,Senior Citizen,Mobile App,226,16,18,Shatabdi,329,None,Yes,WL103,Not Confirmed
PNR0000014121,12802,01/05/63,Sleeper,Tatkal,PNBE,JP,30/08/62,Waitlisted,2,Senior Citizen,Counter,591,12,30,Shatabdi,459,None,Yes,WL082,Not Confirmed
PNR0000014122,16520,02/05/63,2AC,Premium Tatkal,BCT,JP,31/08/62,Waitlisted,5,Child,Mobile App,425,8,10,Shatabdi,339,Defense Quota,Yes,WL137,Not Confirmed
PNR0000014123,76889,03/05/63,1AC,,CSMT,LTT,01/09/62,Confirmed,1,Senior Citizen,Counter,1708,18,43,Express,428,Senior Citizen,No,,Confirmed
PNR0000014124,22501,04/05/63,3AC,Premium Tatkal,LTT,ASR,02/09/62,Confirmed,1,Child,Counter,879,15,14,Express,130,None,Yes,,Confirmed
PNR0000014125,30496,05/05/63,1AC,Ladies,CNB,PNBE,03/09/62,Waitlisted,4,Adult,Mobile App,335,4,32,Express,144,Defense Quota,No,WL116,Not Confirmed
PNR0000014126,21213,06/05/63,3AC,Tatkal,JHS,LTT,04/09/62,Confirmed,3,Adult,IRCTC Website,629,19,39,Express,444,None,No,,Confirmed
PNR0000014127,18155,07/05/63,2AC,Tatkal,MMCT,LTT,05/09/62,RAC,5,Adult,Mobile App,87,19,34,Express,147,None,Yes,,Confirmed
PNR0000014128,49161,05/08/63,1AC,,SBC,GKP,06/09/62,Waitlisted,2,Adult,Counter,919,3,15,Rajdhani,395,None,Yes,WL033,Not Confirmed
PNR0000014129,94767,09/05/63,1AC,General,MMCT,MTCT,07/09/62,RAC,4,Adult,,1635,17,4,Express,109,Senior Citizen,No,,Confirmed
PNR0000014130,80129,10/05/63,3AC,Premium Tatkal,PNBE,BCT,08/09/62,Confirmed,3,Child,Mobile App,1961,15,46,Rajdhani,207,None,Yes,,Confirmed
PNR0000014131,55924,11/05/63,3AC,Tatkal,JHS,HWH,09/09/62,RAC,3,Senior Citizen,Mobile App,1696,18,18,Shatabdi,172,Senior Citizen,Yes,,Confirmed
PNR0000014132,53925,12/05/63,Sleeper,General,KOAA,GKP,09/10/62,Waitlisted,5,Senior Citizen,IRCTC Website,578,18,16,Express,214,Senior Citizen,Yes,WL133,Not Confirmed
PNR0000014133,41764,13/05/63,Sleeper,Premium Tatkal,BSB,LTT,11/09/62,Waitlisted,3,Adult,IRCTC Website,1080,10,45,Superfast,22,None,No,WL044,Not Confirmed
PNR0000014134,91229,14/05/63,3AC,Tatkal,SBC,JHS,12/09/62,RAC,2,Adult,Counter,141,18,18,Rajdhani,41,Senior Citizen,Yes,,Confirmed
PNR0000014135,77345,15/05/63,3AC,General,JP,BBS,13/09/62,Waitlisted,3,Senior Citizen,Mobile App,1349,14,42,Shatabdi,419,Senior Citizen,No,WL172,Not Confirmed
PNR0000014136,38346,16/05/63,,Premium Tatkal,JP,PNBE,14/09/62,RAC,5,Child,IRCTC Website,1405,15,47,Rajdhani,224,None,No,,Confirmed
PNR0000014137,28511,17/05/63,Sleeper,General,BBS,JP,15/09/62,Confirmed,2,Adult,IRCTC Website,72,19,38,Superfast,219,Senior Citizen,Yes,,Confirmed
PNR0000014138,72386,18/05/63,3AC,Tatkal,LKO,BSB,16/09/62,Waitlisted,4,Senior Citizen,IRCTC Website,506,9,15,Shatabdi,380,None,No,WL026,Not Confirmed
PNR0000014139,93564,19/05/63,Sleeper,Tatkal,NDLS,JU,17/09/62,Confirmed,2,Senior Citizen,IRCTC Website,1900,17,10,Rajdhani,277,Defense Quota,Yes,,Confirmed
PNR0000014140,83508,20/05/63,3AC,Tatkal,BBS,HWH,18/09/62,Confirmed,1,Child,IRCTC Website,999,8,24,Rajdhani,73,None,No,,Confirmed
PNR0000014141,84331,21/05/63,1AC,General,JP,JHS,19/09/62,Waitlisted,4,Senior Citizen,IRCTC Website,51,13,11,Express,147,Defense Quota,Yes,WL016,Not Confirmed
PNR0000014142,53099,22/05/63,3AC,General,CNB,NJP,20/09/62,Confirmed,5,Child,Counter,1925,2,43,Shatabdi,305,Defense Quota,No,,Confirmed
PNR0000014143,62526,23/05/63,1AC,,JHS,JU,21/09/62,Waitlisted,3,Adult,Counter,105,7,38,Rajdhani,42,None,Yes,WL177,Not Confirmed
PNR0000014144,50763,24/05/63,1AC,Premium Tatkal,JHS,KOAA,09-22-2062,Confirmed,5,Child,IRCTC Website,1286,17,41,Superfast,,None,Yes,,Confirmed
PNR0000014145,20512,25/05/63,3AC,Premium Tatkal,MAS,UMB,23/09/62,Waitlisted,4,Adult,IRCTC Website,885,16,19,Shatabdi,216,Defense Quota,Yes,WL149,Not Confirmed
PNR0000014146,90309,26/05/63,Sleeper,General,MAS,BCT,09-24-2062,Confirmed,3,Senior Citizen,IRCTC Website,678,12,40,Express,68,None,Yes,,Confirmed
PNR0000014147,37253,27/05/63,2AC,General,BBS,PNBE,25/09/62,Waitlisted,3,Adult,Mobile App,690,10,28,Superfast,402,None,No,WL117,Not Confirmed
PNR0000014148,96632,28/05/63,Sleeper,Tatkal,LTT,MAS,26/09/62,Waitlisted,5,Adult,Mobile App,871,10,24,Rajdhani,242,Senior Citizen,Yes,WL140,Not Confirmed
PNR0000014149,38167,29/05/63,Sleeper,Tatkal,LKO,CSMT,27/09/62,Waitlisted,4,Senior Citizen,Counter,814,8,26,Rajdhani,308,Defense Quota,No,WL069,Not Confirmed
PNR0000014150,92459,30/05/63,Sleeper,Tatkal,JU,PNBE,28/09/62,RAC,1,Senior Citizen,Mobile App,239,14,37,Express,448,Defense Quota,Yes,,Confirmed
PNR0000014151,97429,31/05/63,Sleeper,Ladies,LTT,BCT,29/09/62,RAC,3,Senior Citizen,Counter,1431,10,4,Superfast,451,Defense Quota,No,,Confirmed
PNR0000014152,86749,01/06/63,1AC,Tatkal,JHS,KOAA,30/09/62,Confirmed,3,Adult,Mobile App,962,4,29,Superfast,308,Defense Quota,Yes,,Confirmed
PNR0000014153,59403,02/06/63,1AC,Tatkal,MMCT,PNBE,01/10/62,RAC,2,Adult,,1954,19,30,Shatabdi,391,None,Yes,,Confirmed
PNR0000014154,68532,03/06/63,3AC,Ladies,BSB,JU,02/10/62,Waitlisted,4,Child,Mobile App,578,3,31,Superfast,15,Senior Citizen,Yes,WL093,Not Confirmed
PNR0000014155,91492,06/04/63,Sleeper,Tatkal,JP,NJP,03/10/62,RAC,4,Child,,1443,7,5,Shatabdi,426,Senior Citizen,No,,Confirmed
PNR0000014156,15249,05/06/63,3AC,,ADI,LKO,04/10/62,RAC,3,Senior Citizen,IRCTC Website,247,7,19,Rajdhani,198,Defense Quota,Yes,,Confirmed
PNR0000014157,56815,06/06/63,3AC,General,LTT,LTT,05/10/62,RAC,1,Senior Citizen,Mobile App,1748,11,32,Superfast,132,None,No,,Confirmed
PNR0000014158,39506,07/06/63,Sleeper,Tatkal,LKO,MAS,06/10/62,RAC,4,Adult,Mobile App,1482,7,42,Superfast,,Defense Quota,Yes,,Confirmed
PNR0000014159,20456,08/06/63,1AC,Ladies,ASR,BCT,07/10/62,Confirmed,5,Adult,Mobile App,1431,19,16,Shatabdi,0,None,Yes,,Confirmed
PNR0000014160,90639,09/06/63,3AC,Ladies,LKO,MMCT,08/10/62,RAC,5,Child,IRCTC Website,295,6,27,Superfast,,Defense Quota,Yes,,Confirmed
PNR0000014161,99205,10/06/63,2AC,General,CNB,PNBE,10/09/62,Waitlisted,2,Adult,IRCTC Website,939,16,10,ExprHss,,Senior Citizen,No,WL191,Not Confirmed
PNR0000014162,64422,11/06/63,Sleeper,Tatkal,GKP,MMCT,10/10/62,RAC,1,Adult,Mobile App,1003,14,7,Superfast,59,Senior Citizen,No,,Confirmed
PNR0000014163,31040,12/06/63,2AC,Premium Tatkal,SC,JU,11/10/62,Waitlisted,2,Senior Citizen,Counter,1408,3,4,Rajdhani,50,None,Yes,,Not Confirmed
PNR0000014164,13376,13/06/63,Sleeper,Premium Tatkal,ASR,HWH,12/10/62,RAC,4,Adult,Mobile App,1801,9,20,Shatabdi,321,None,No,,Confirmed
PNR0000014165,67967,14/06/63,,Premium Tatkal,NDLS,PNBE,13/10/62,Waitlisted,1,Child,Mobile App,263,12,28,Shatabdi,430,Senior Citizen,No,,Not Confirmed
PNR0000014166,74244,15/06/63,2AC,Premium Tatkal,BBS,KOAA,14/10/62,RAC,4,Adult,,608,8,20,Shatabdi,213,None,No,,Confirmed
PNR0000014167,95021,16/06/63,1AC,Tatkal,KOAA,BSB,15/10/62,Waitlisted,1,Adult,IRCTC Website,712,14,7,Express,425,None,No,WL150,Not Confirmed
PNR0000014168,37191,17/06/63,3AC,General,JHS,CNB,16/10/62,RAC,4,Senior Citizen,Counter,571,15,9,Rajdhani,45,None,Yes,,Confirmed
PNR0000014169,41419,18/06/63,Sleeper,General,UMB,CNB,17/10/62,Waitlisted,4,Adult,Mobile App,1879,5,3,Superfast,26,Senior Citizen,No,WL105,Not Confirmed
PNR0000014170,28554,19/06/63,Sleeper,Tatkal,JU,JP,18/10/62,Confirmed,1,Senior Citizen,Mobile App,1492,14,31,Rajdhani,398,Defense Quota,No,,Confirmed
PNR0000014171,19855,20/06/63,1AC,Ladies,GKP,LTT,19/10/62,Confirmed,4,Child,IRCTC Website,262,13,28,Rajdhani,389,Defense Quota,No,,Confirmed
PNR0000014172,20095,21/06/63,Sleeper,Premium Tatkal,ADI,NJP,20/10/62,Waitlisted,5,Senior Citizen,Mobile App,98,6,13,Express,13,Defense Quota,Yes,WL180,Not Confirmed
PNR0000014173,11761,22/06/63,Sleeper,General,BCT,JHS,21/10/62,Confirmed,4,Senior Citizen,IRCTC Website,674,10,11,RaDdhani,363,Defense Quota,Yes,,Confirmed
PNR0000014174,64664,23/06/63,1AC,Premium Tatkal,BSB,SBC,22/10/62,Confirmed,3,Adult,IRCTC Website,1130,10,40,Rajdhani,63,Defense Quota,No,,Confirmed
PNR0000014175,44591,06-24-2063,,General,JP,JHS,23/10/62,RAC,3,Child,Counter,1969,17,25,Rajdhani,,Senior Citizen,Yes,,Confirmed
PNR0000014176,99053,25/06/63,2AC,Ladies,SC,SBC,24/10/62,Waitlisted,3,Senior Citizen,,1073,13,34,Superfast,315,None,Yes,WL136,Not Confirmed
PNR0000014177,30069,26/06/63,,Ladies,MAS,CSMT,25/10/62,RAC,4,Child,Counter,1208,2,9,Express,48,Defense Quota,Yes,,Confirmed
PNR0000014178,40832,27/06/63,1AC,General,CNB,SC,26/10/62,Confirmed,2,Adult,Counter,1438,6,10,Shatabdi,149,Senior Citizen,Yes,,Confirmed
PNR0000014179,80883,28/06/63,,General,BSB,SBC,27/10/62,Confirmed,4,Adult,,1327,7,18,Shatabdi,122,None,Yes,,Confirmed
PNR0000014180,95719,29/06/63,Sleeper,Tatkal,GKP,BCT,28/10/62,Confirmed,3,Adult,IRCTC Website,1319,12,9,RaCdhani,34,None,No,,Confirmed
PNR0000014181,60302,30/06/63,2AC,Ladies,MAS,MMCT,29/10/62,Confirmed,3,Child,Counter,175,3,35,Rajdhani,476,Defense Quota,No,,Confirmed
PNR0000014182,99805,01/07/63,2AC,Tatkal,PNBE,LTT,30/10/62,Confirmed,2,Child,IRCTC Website,884,16,5,Shatabdi,135,None,No,,Confirmed
PNR0000014183,77659,02/07/63,3AC,Ladies,LKO,CNB,31/10/62,Confirmed,5,Senior Citizen,Mobile App,1190,17,10,Superfast,288,None,Yes,,Confirmed
PNR0000014184,81623,03/07/63,Sleeper,Ladies,ASR,HWH,01/11/62,Waitlisted,5,Adult,Counter,232,16,45,Superfast,11,None,Yes,WL030,Not Confirmed
PNR0000014185,25988,04/07/63,2AC,Premium Tatkal,BCT,UMB,02/11/62,RAC,4,Senior Citizen,Mobile App,1751,14,10,Shatabdi,121,None,No,,Confirmed
PNR0000014186,27039,05/07/63,2AC,General,JU,NJP,03/11/62,Waitlisted,4,Child,IRCTC Website,1186,4,45,Shatabdi,265,Senior Citizen,No,WL088,Not Confirmed
PNR0000014187,54815,06/07/63,3AC,General,CSMT,CNB,04/11/62,RAC,5,Adult,IRCTC Website,1224,4,12,Express,263,Defense Quota,Yes,,Confirmed
PNR0000014188,49910,07/07/63,,,JHS,ASR,05/11/62,Waitlisted,2,Senior Citizen,Counter,1574,18,47,Rajdhani,34,None,Yes,WL005,Not Confirmed
PNR0000014189,70322,07/08/63,3AC,Premium Tatkal,CSMT,ASR,06/11/62,Confirmed,5,Adult,Counter,1909,8,8,Shatabdi,10,Senior Citizen,Yes,,Confirmed
PNR0000014190,76485,07/09/63,Sleeper,Premium Tatkal,LTT,LKO,07/11/62,Confirmed,4,Child,,660,12,6,Superfast,3,Defense Quota,Yes,,Confirmed
PNR0000014191,91514,10/07/63,1AC,General,NJP,UMB,08/11/62,Waitlisted,3,Adult,Counter,1741,19,2,Rajdhani,35,None,Yes,WL084,Not Confirmed
PNR0000014192,78243,11/07/63,3AC,General,LKO,LKO,09/11/62,Confirmed,2,Child,Mobile App,1812,11,38,Superfast,,Defense Quota,Yes,,Confirmed
PNR0000014193,52312,12/07/63,,General,MAS,CNB,10/11/62,RAC,3,Senior Citizen,Counter,200,7,47,Rajdhani,378,Defense Quota,No,,Confirmed
PNR0000014194,44618,13/07/63,3AC,General,SC,PNBE,11/11/62,Waitlisted,5,Adult,Counter,413,7,8,Superfast,206,Senior Citizen,No,WL009,Not Confirmed
PNR0000014195,40666,14/07/63,,Premium Tatkal,NDLS,UMB,12/11/62,Confirmed,5,Senior Citizen,Mobile App,1891,7,28,Rajdhani,463,None,No,,Confirmed
PNR0000014196,57939,15/07/63,Sleeper,Premium Tatkal,ADI,PNBE,13/11/62,RAC,2,Senior Citizen,IRCTC Website,796,6,29,Shatabdi,446,None,No,,Confirmed
PNR0000014197,25512,16/07/63,2AC,Tatkal,CSMT,JU,14/11/62,Confirmed,1,Senior Citizen,,72,3,39,Shatabdi,33,Senior Citizen,No,,Confirmed
PNR0000014198,30083,17/07/63,Sleeper,Tatkal,LTT,ADI,15/11/62,Confirmed,5,Senior Citizen,Counter,1883,16,9,Superfast,249,None,No,,Confirmed
PNR0000014199,78683,18/07/63,Sleeper,Tatkal,BSB,LTT,16/11/62,Waitlisted,3,Senior Citizen,Mobile App,968,5,7,Shatabdi,,Senior Citizen,Yes,WL115,Not Confirmed
PNR0000014200,90952,19/07/63,1AC,Ladies,ADI,BSB,11-17-2062,Confirmed,1,Adult,Counter,1690,2,7,Shatabdi,1,None,No,,Confirmed
PNR0000014201,13111,20/07/63,Sleeper,,ASR,BSB,18/11/62,Waitlisted,3,Child,Counter,365,9,43,Shatabdi,39,Senior Citizen,Yes,WL016,Not Confirmed
PNR0000014202,60512,21/07/63,Sleeper,Ladies,BBS,NDLS,19/11/62,Waitlisted,5,Child,Counter,1196,16,42,Rajdhani,23,None,No,WL093,Not Confirmed
PNR0000014203,42095,22/07/63,1AC,Premium Tatkal,LTT,BCT,20/11/62,Waitlisted,2,Child,Mobile App,928,18,42,Shatabdi,411,Defense Quota,No,WL057,Not Confirmed
PNR0000014204,28983,23/07/63,Sleeper,General,UMB,JU,21/11/62,Confirmed,1,Adult,Counter,1790,4,30,Superfast,194,None,No,,Confirmed
PNR0000014205,67855,24/07/63,,Tatkal,CNB,ASR,22/11/62,Confirmed,1,Child,Mobile App,310,6,41,Express,,None,No,,Confirmed
PNR0000014206,99615,25/07/63,3AC,General,ADI,BBS,11-23-2062,RAC,2,Child,Counter,1102,6,31,Rajdhani,,Senior Citizen,No,,Confirmed
PNR0000014207,98954,26/07/63,1AC,Ladies,LKO,BSB,24/11/62,RAC,1,Child,Counter,1044,4,3,Rajdhani,255,Defense Quota,No,,Confirmed
PNR0000014208,91343,07-27-2063,1AC,Ladies,UMB,CNB,25/11/62,RAC,1,Adult,Counter,1437,14,13,Rajdhani,185,None,Yes,,Confirmed
PNR0000014209,29703,28/07/63,,Premium Tatkal,NDLS,HWH,26/11/62,Waitlisted,3,Senior Citizen,IRCTC Website,342,4,45,Shatabdi,318,None,No,WL155,Not Confirmed
PNR0000014210,25390,29/07/63,2AC,Premium Tatkal,ADI,NJP,27/11/62,RAC,1,Child,Counter,1788,9,19,Rajdhani,172,Defense Quota,No,,Confirmed
PNR0000014211,82383,30/07/63,Sleeper,Ladies,LKO,GKP,28/11/62,Confirmed,2,Child,Counter,643,5,35,Superfast,105,Defense Quota,Yes,,Confirmed
PNR0000014212,35312,31/07/63,1AC,General,CNB,MAS,29/11/62,Waitlisted,5,Adult,Counter,698,6,44,Shatabdi,474,Defense Quota,No,WL118,Not Confirmed
PNR0000014213,34339,01/08/63,1AC,Tatkal,SC,SBC,30/11/62,Waitlisted,4,Child,,1840,2,22,Shatabdi,301,Senior Citizen,No,WL037,Not Confirmed
PNR0000014214,60021,02/08/63,,Ladies,NDLS,PNBE,01/12/62,Waitlisted,4,Senior Citizen,IRCTC Website,463,5,23,Rajdhani,47,Senior Citizen,No,WL010,Not Confirmed
PNR0000014215,41330,03/08/63,1AC,Premium Tatkal,BBS,JHS,02/12/62,Waitlisted,1,Adult,IRCTC Website,1369,16,22,Shatabdi,17,Defense Quota,No,WL157,Not Confirmed
PNR0000014216,54686,04/08/63,3AC,Ladies,MAS,MAS,03/12/62,RAC,5,Senior Citizen,Counter,1283,4,4,Shatabdi,156,Senior Citizen,No,,Confirmed
PNR0000014217,15496,05/08/63,1AC,Premium Tatkal,BBS,JU,04/12/62,Waitlisted,4,Child,Counter,503,8,29,Rajdhani,195,Senior Citizen,No,WL077,Not Confirmed
PNR0000014218,99518,06/08/63,1AC,Premium Tatkal,KOAA,NJP,05/12/62,Confirmed,1,Adult,IRCTC Website,554,7,5,Rajdhani,411,None,Yes,,Confirmed
PNR0000014219,15711,07/08/63,1AC,Tatkal,SC,JHS,06/12/62,Confirmed,5,Senior Citizen,Mobile App,1606,18,9,Superfast,52,None,No,,Confirmed
PNR0000014220,73995,08/08/63,3AC,Tatkal,PNBE,PNBE,07/12/62,RAC,1,Senior Citizen,Mobile App,1963,16,42,Express,329,Senior Citizen,No,,Confirmed
PNR0000014221,99112,09/08/63,3AC,Tatkal,JP,PNBE,08/12/62,Confirmed,3,Senior Citizen,Counter,1970,14,41,RaQdhani,113,Senior Citizen,Yes,,Confirmed
PNR0000014222,30804,10/08/63,3AC,Premium Tatkal,MAS,KOAA,09/12/62,Confirmed,1,Adult,Counter,968,18,39,Superfast,229,Senior Citizen,Yes,,Confirmed
PNR0000014223,99243,11/08/63,3AC,Ladies,SBC,CSMT,10/12/62,RAC,1,Child,Counter,981,19,3,Rajdhani,454,Defense Quota,No,,Confirmed
PNR0000014224,61348,12/08/63,1AC,Ladies,SC,ASR,11/12/62,Confirmed,5,Senior Citizen,Mobile App,1020,2,33,Superfast,31,Defense Quota,No,,Confirmed
PNR0000014225,90459,08-13-2063,,Premium Tatkal,UMB,JHS,12/12/62,RAC,5,Senior Citizen,Counter,206,7,6,Superfast,136,None,Yes,,Confirmed
PNR0000014226,71959,14/08/63,1AC,Premium Tatkal,HWH,HWH,13/12/62,RAC,4,Child,IRCTC Website,187,8,30,Rajdhani,0,None,No,,Confirmed
PNR0000014227,80045,15/08/63,3AC,Premium Tatkal,LTT,SBC,14/12/62,RAC,4,Adult,IRCTC Website,959,17,9,Express,338,None,No,,Confirmed
PNR0000014228,14673,16/08/63,1AC,Tatkal,SBC,MAS,15/12/62,RAC,1,Adult,Mobile App,1298,18,33,Express,318,Senior Citizen,Yes,,Confirmed
PNR0000014229,12779,17/08/63,2AC,,JHS,LTT,16/12/62,Waitlisted,2,Child,Mobile App,359,15,8,Shatabdi,439,Senior Citizen,Yes,WL123,Not Confirmed
PNR0000014230,26282,18/08/63,1AC,Ladies,BCT,LTT,17/12/62,RAC,1,Adult,,431,5,14,Superfast,485,None,No,,Confirmed
PNR0000014231,53525,19/08/63,2AC,Tatkal,NDLS,BBS,18/12/62,Confirmed,2,Adult,Mobile App,219,7,23,Rajdhani,196,Senior Citizen,Yes,,Confirmed
PNR0000014232,47638,20/08/63,3AC,Ladies,HWH,NDLS,19/12/62,RAC,2,Child,Mobile App,1452,7,47,Shatabdi,,Defense Quota,Yes,,Confirmed
PNR0000014233,63479,21/08/63,3AC,Premium Tatkal,BCT,JHS,20/12/62,Waitlisted,2,Adult,IRCTC Website,568,15,13,Rajdhani,138,None,Yes,WL162,Not Confirmed
PNR0000014234,46239,22/08/63,Sleeper,General,HWH,ASR,21/12/62,Confirmed,2,Senior Citizen,IRCTC Website,656,16,10,Express,100,Senior Citizen,No,,Confirmed
PNR0000014235,97391,23/08/63,,,JHS,LTT,22/12/62,Waitlisted,3,Senior Citizen,IRCTC Website,683,19,17,Rajdhani,25,Senior Citizen,No,WL123,Not Confirmed
PNR0000014236,61217,24/08/63,,Tatkal,BBS,UMB,23/12/62,Waitlisted,5,Adult,Mobile App,928,15,40,Express,288,Defense Quota,No,WL037,Not Confirmed
PNR0000014237,50542,25/08/63,1AC,,SBC,GKP,24/12/62,RAC,2,Senior Citizen,Mobile App,1868,4,38,Shatabdi,447,Senior Citizen,Yes,,Confirmed
PNR0000014238,84298,26/08/63,3AC,Tatkal,JU,BBS,25/12/62,RAC,2,Child,Counter,200,18,18,Superfast,460,Senior Citizen,Yes,,Confirmed
PNR0000014239,30498,27/08/63,3AC,Ladies,NDLS,CSMT,26/12/62,RAC,2,Senior Citizen,Mobile App,735,16,33,Express,341,Defense Quota,Yes,,Confirmed
PNR0000014240,80969,28/08/63,1AC,General,KOAA,ADI,27/12/62,Confirmed,1,Adult,Counter,51,15,25,Shatabdi,285,Senior Citizen,Yes,,Confirmed
PNR0000014241,90522,29/08/63,Sleeper,Ladies,BBS,HWH,28/12/62,Confirmed,4,Adult,IRCTC Website,1888,2,24,Shatabdi,238,None,Yes,,Confirmed
PNR0000014242,45516,30/08/63,3AC,Tatkal,KOAA,LTT,29/12/62,RAC,2,Child,Counter,742,17,30,Express,239,None,No,,Confirmed
PNR0000014243,60001,31/08/63,3AC,Ladies,GKP,MMCT,30/12/62,Waitlisted,1,Child,IRCTC Website,1339,8,12,Superfast,470,Senior Citizen,No,WL046,Not Confirmed
PNR0000014244,14071,01/09/63,1AC,Premium Tatkal,ASR,PNBE,12-31-2062,RAC,2,Senior Citizen,Counter,130,14,41,Express,395,Defense Quota,No,,Confirmed
PNR0000014245,67726,02/09/63,2AC,,JU,ASR,01/01/63,RAC,3,Child,IRCTC Website,105,4,32,Express,226,Senior Citizen,Yes,,Confirmed
PNR0000014246,88575,03/09/63,2AC,Premium Tatkal,NDLS,CSMT,02/01/63,RAC,3,Senior Citizen,Mobile App,204,9,9,Express,317,Defense Quota,No,,Confirmed
PNR0000014247,77706,04/09/63,3AC,Ladies,ADI,HWH,01/03/63,Waitlisted,1,Adult,Mobile App,1444,7,19,Rajdhani,422,Defense Quota,No,WL168,Not Confirmed
PNR0000014248,28971,05/09/63,1AC,General,NJP,KOAA,04/01/63,Waitlisted,2,Adult,IRCTC Website,526,15,16,Rajdhani,195,Defense Quota,Yes,WL167,Not Confirmed
PNR0000014249,18411,06/09/63,Sleeper,Ladies,ASR,PNBE,05/01/63,Waitlisted,1,Senior Citizen,,102,13,21,Rajdhani,431,Defense Quota,Yes,WL168,Not Confirmed
PNR0000014250,61928,07/09/63,2AC,Ladies,CSMT,YDLS,06/01/63,RAC,5,Adult,Counter,683,7,27,Rajdhani,452,None,No,,Confirmed
PNR0000014251,54635,08/09/63,2AC,Tatkal,BCT,ADI,07/01/63,RAC,1,Senior Citizen,Counter,1507,7,15,Shatabdi,202,Defense Quota,Yes,,Confirmed
PNR0000014252,75513,09/09/63,3AC,Premium Tatkal,PNBE,NDLS,08/01/63,RAC,2,Adult,IRCTC Website,928,16,16,Rajdhani,485,Defense Quota,Yes,,Confirmed
